OBJECTID,מקום,הערות,תאריך,שעות שהייה,סוג מיקום,x,y
4165,"כנסיית דורמציון, ירושלים ",חדר הסעודה האחרונה,4/3/2020,17:00-17:30,מיקום חולה,35.229044000000044,31.771667000000036
4147,"תיאטרון הצפון, קרית חיים","כל מי שישב/ה בתיאטרון בשורות והכסאות הבאים: שורה 1, כסאות 15-22; שורה 2, כסאות 16-23; שורה 3, כסאות 17-24, בשעות המצויינות, מתבקש להכנס לבידוד ביתי.",4/3/2020,17:30-18:00,מיקום חולה,35.074051600000075,32.82189550000004
4524,מסעדת BBB בביג בבאר שבע,,4/3/2020,17:30-19:00,מיקום חולה,34.81243100000006,31.24459860000007
4187,"סופר ""רמי לוי שיווק השקמה"" ,שער בנימין",,4/3/2020,17:40-18:50,מיקום חולה,35.26000000000005,31.86600000000004
4210,"סופר ""רמי לוי שיווק השקמה"" ,שער בנימין",,4/3/2020,17:40-18:50,מיקום חולה,35.26000000000005,31.86600000000004
4615,"ברחוב רבי עקיבא 134, בני ברק","בית הכנסת ""אור החיים""",4/3/2020,18:00-20:00,מיקום חולה,34.836280000000045,32.085560000000044
4643,"ברחוב רבי עקיבא 134, בני ברק","בית הכנסת ""אור החיים""",4/3/2020,18:00-20:00,מיקום חולה,34.836280000000045,32.085560000000044
4129,"מלון רסטל, טבריה",,4/3/2020,18:30-20:00,מיקום חולה,35.535289000000034,32.78675100000004
4307,"""ישיבה תיכונית מקור חיים"" שבכפר עציון",,4/3/2020,18:30-19:45,מיקום חולה,35.11585000000008,31.64877000000007
4459,"בית כנסת הבן לאומי ברח' פישמןבת""א",כיתת גיור,4/3/2020,18:45-19:10,מיקום חולה,34.77086000000003,32.07993000000005
4297,"אצטדיון בלומפילד בתל אביב, ישב בחלק העליון של גוש 316",,4/3/2020,19:00-21:30,מיקום חולה,34.76164000000006,32.051780000000065
4544,מספרה ג'מילי בתל אביב רחוב אבן יהודה 194,,4/3/2020,19:40-20:00,מיקום חולה,34.773891700000036,32.089346300000045
4545,"אבן גבירול 91, תל אביב, AMPM",,4/3/2020,20:00-21:00,מיקום חולה,34.78150850000003,32.084939200000065
4546,"חנות משקאות אפריטיף ברחוב דיזינגוף 93, תל אביב",,4/3/2020,20:00-21:00,מיקום חולה,34.77387450000003,32.078908700000056
4547,"עדן טבע מרקט ברחוב אבן גבירול 71, תל אביב",,4/3/2020,20:00-21:00,מיקום חולה,34.78109500000005,32.082539000000054
4309,סניף רמי לוי בצומת גוש עציון,,4/3/2020,20:00-20:40,מיקום חולה,35.15121000000005,31.64230000000003
4233,"מסעדת הסדנא, דרך חברון 28, ירושלים",,4/3/2020,21:15-23:15,מיקום חולה,35.22518670000005,31.766494300000033
4364,"דיור מוגן ""מגדל נופים"" רחוב הנריטה סאלד 2 ירושלים",,5/3/2020,00:00-23:59,מיקום חולה,35.17127000000005,31.762360000000054
4565,"אגנס, רחוב אבן גבירול 129, תל אביב",,5/3/2020,00:00-01:00,מיקום חולה,34.782232100000044,32.08864680000005
4460,בית כנסת החושן במודיעין,,5/3/2020,05:45-06:00,מיקום חולה,34.99476000000004,31.903590000000065
4203,"בית הכנסת שערי השמים, רחוב אמציה ,ירושלים",קומה 2,5/3/2020,06:00-07:00,מיקום חולה,35.214353000000074,31.762181000000055
4644,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,5/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
4616,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,5/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
4525,סוכנות שברולט הפצת רכב דרום ברחוב הסדנא 8 באר שבע,,5/3/2020,07:00-16:00,מיקום חולה,34.822294000000056,31.252038000000027
4234,"מלון אוריינט, עמק רפאים 3, ירושלים",,5/3/2020,07:00-08:00,מיקום חולה,35.22316040000004,31.766630900000052
4224,"בית ספר עירוני ה', מודיעין",מורה בבית הספר.,5/3/2020,זמני שהייה לא ידועים,מיקום חולה,34.99097800000004,31.906124400000067
4446,בית כנסת לוי יצחק צפת,תפילת שחרית,5/3/2020,08:00-10:00,מיקום חולה,35.50498600000003,32.96440400000006
4403,"בית הספר עירוני ה', רח' אבני חושן 57 מודיעין",,5/3/2020,08:00-15:20,מיקום חולה,34.990973000000054,31.90613200000007
4355,"בית הספר ""גוונים"" בקריית ארבע",,5/3/2020,08:00-15:00,מיקום חולה,35.12439800000004,31.534248000000048
4539,בית הספר עירוני ה' אבני החושן 57 במודיעין,,5/3/2020,08:00-13:00,מיקום חולה,34.99097800000004,31.906124400000067
4376,"""מרכז רפואי עמק רפאים"" רחוב עמק רפאים 43 ירושלים",,5/3/2020,08:10-08:25,מיקום חולה,35.21831000000003,31.762370000000033
4377,"סופר ""יוחננוף"" סניף תלפיות רחוב האומן 10 ירושלים",,5/3/2020,09:00-10:30,מיקום חולה,35.21109000000007,31.748860000000036
4235,מוזיאון יד ושם בירושלים.,,5/3/2020,09:00-12:00,מיקום חולה,35.17530180000006,31.774193600000046
4548,רחוב ברנר 5 תל אביב,סדנת מומנטום,5/3/2020,09:00-17:00,מיקום חולה,34.771259300000054,32.06921490000008
4133,מלכי ישראל 16 ירושלים,אופטיקה יוני קורן ,5/3/2020,09:30-14:00,מיקום חולה,35.21651840000004,31.78903790000004
4170,"יהודה המכבי 40, תל אביב ","בית קפה ""בוקה""",5/3/2020,10:00-11:00,מיקום חולה,34.791433400000074,32.09373920000007
4428,"מרכז מסחרי אזורים, שד' פנחס בן דוד 1, רחובות החדשה","חנות ""לצאת מהכלים""",5/3/2020,10:15-10:45,מיקום חולה,34.81249800000006,31.87998700000003
4453,"מרכז מסחרי אזורים, שד' פנחס בן דוד 1, רחובות החדשה","חנות ""לצאת מהכלים""",5/3/2020,10:15-10:45,מיקום חולה,34.81250000000006,31.87998000000005
4198,"שגרירות אמריקאית ברח' הירקון ,תל אביב",,5/3/2020,10:30-12:30,מיקום חולה,34.766700600000036,32.07673520000003
4137,מרפאה כירורגית חזה לב במרפאות חוץ של בית חולים בילינסון.,,5/3/2020,10:50-11:00,מיקום חולה,34.866866800000025,32.089156700000046
4139,מרפאה כירורגית חזה לב במרפאות חוץ של בית חולים בילינסון.,,5/3/2020,10:50-11:00,מיקום חולה,34.866866800000025,32.089156700000046
4454,סופר ברקת רח' החרש 9 נס ציונה,,5/3/2020,11:00-12:00,מיקום חולה,34.80120000000005,31.922800000000052
4429,סופר ברקת רח' החרש 9 נס ציונה,,5/3/2020,11:00-12:00,מיקום חולה,34.801199000000054,31.92281200000008
4186,קאסר אל יהוד,אתר התפילה,5/3/2020,11:30-13:30,מיקום חולה,35.54600800000003,31.837023000000045
4528,בריאות כללית מרפאת אופקים ב',כולל בית מרקחת,5/3/2020,11:45-13:00,,34.62063000000006,31.318298000000027
4310,"בית הכנסת ""זהרי חמה"" רחוב יפו ירושלים",,5/3/2020,12:00-13:30,מיקום חולה,35.21305000000007,31.785830000000033
4199,"חנות ירקות ""פרי וירק"" כביש ראשי ,תמרה",מיקום מדוייק לא ידוע,5/3/2020,13:30-14:00,מיקום חולה,35.18606169100008,32.85526362200005
4236,"מסעדת ביגה, רחוב אריאל שרון 1, אשדוד",,5/3/2020,14:00-15:30,מיקום חולה,34.66548770000003,31.776639300000056
4200,"פיצה מטיילת ,ישוב רקפת",,5/3/2020,14:30-14:45,מיקום חולה,35.26253550000007,32.85856380000007
4159,קניון קריית אונו,"מכון כושר ""מיי פרופיט"" קומה 1",5/3/2020,15:15-16:30,מיקום חולה,34.86356620000004,32.055598700000075
4395,קניונית הדסה בבית החולים הדסה עין כרם,,5/3/2020,16:00-18:00,מיקום חולה,35.14939100000004,31.764953000000048
4382,קופת חולים לאומית במגדל העמק,1,5/3/2020,16:00-17:00,מיקום חולה,35.24821000000003,32.68890000000005
4383,קופת חולים לאומית במגדל העמק,,5/3/2020,16:00-17:00,מיקום חולה,35.24821000000003,32.68890000000005
4332,"סופר ברקת, יהוד",,5/3/2020,16:00-18:00,מיקום חולה,34.90021000000007,32.02819000000005
4333,"סופר פרשמרקט, יהוד",,5/3/2020,16:00-18:00,מיקום חולה,34.892220000000066,32.03083000000004
4336,"סופר ברקת, יהוד",,5/3/2020,16:00-18:00,מיקום חולה,34.90021000000007,32.02819000000005
4337,"סופר פרשמרקט, יהוד",,5/3/2020,16:00-18:00,מיקום חולה,34.892220000000066,32.03083000000004
4217,"מכון ""משו""ב"" קניון שרונה כפר סבא.",,5/3/2020,16:20-16:45,מיקום חולה,34.89227895000005,32.173712884000054
4325,"חדר מס' 2, פנימית ד' בית החולים בילינסון",,5/3/2020,17:00-19:00,מיקום חולה,34.86686000000003,32.089150000000075
4404,רח' פז 3 שכונת קייזר מודיעין,צופים שבט תבור,5/3/2020,17:00-21:00,מיקום חולה,34.990897000000075,31.908272000000068
4495,היכל התרבות כרמיאל,"הצגה ""חיפזון וזהירות"" (3 שורות אחרונות באולם)",5/3/2020,17:00-19:00,מיקום חולה,35.30311610000007,32.91521290000003
4542,סופר יוחננוף פתח תקווה,,5/3/2020,17:30-20:00,מיקום חולה,34.894444400000054,32.10527780000007
4160,"מכללת מבחר, בני ברק",כיתה 101,5/3/2020,17:30-21:30,מיקום חולה,34.82327580000003,32.093011500000046
4563,"מרקט טבעוני, רחוב דיזינגוף 140, תל אביב",,5/3/2020,18:00-19:00,מיקום חולה,34.77397120000006,32.082449600000075
4617,"בית הכנסת ""אור החיים"" ברחוב רבי עקיבא 134, בני ברק",,5/3/2020,18:00-20:00,מיקום חולה,34.83628422500004,32.08556140200005
4645,"בית הכנסת ""אור החיים"" ברחוב רבי עקיבא 134, בני ברק",,5/3/2020,18:00-20:00,מיקום חולה,34.83628422500004,32.08556140200005
4490,"סופר סל דיל ברחוב הלח""י 28 בבני ברק",,5/3/2020,18:30-19:30,מיקום חולה,34.83507000000003,32.103270000000066
4287,"סופר סל דיל ברחוב הלח""י 28 בבני ברק",,5/3/2020,18:30-19:30,מיקום חולה,34.83637355400003,32.10306096900007
4288,"סופר סל דיל ברחוב הלח""י 28 בבני ברק",,5/3/2020,18:30-19:30,מיקום חולה,34.83623944300007,32.10301098300005
4331,"שופר סל דיל ברחוב הלח""י 28 בבני ברק",,5/3/2020,18:30-19:30,מיקום חולה,34.83617000000004,32.102820000000065
4430,"אולמי ""קוליסיאום"" רחוב בנימין שמוטקין 5 ראשון לציון",מסיבת בר מצווה,5/3/2020,19:30-23:00,מיקום חולה,34.81051700000006,31.973406000000068
4455,"אולמי ""קוליסיאום"" רחוב בנימין שמוטקין 5, ראשון לציון",מסיבת בר מצווה,5/3/2020,19:30-23:00,מיקום חולה,34.81051000000008,31.973400000000023
4225,"יהדות קנדה 1, טרמינל סנטר, אור יהודה",מכון כושר Fit you ,5/3/2020,19:30-21:00,מיקום חולה,34.86001930000003,32.020506400000045
4134,"מוריה 2, אריאל","BIGA, המרכז המסחרי אריאל",5/3/2020,20:00-21:30,מיקום חולה,35.20709190000008,32.10222390000007
4154,"הרכבת 4, פתח תקווה","אולם אירועים אפ טאון, בר מצווה",5/3/2020,20:30-21:00,מיקום חולה,34.889144900000076,32.10866930000003
4311,"מסעדת ""433 ""בצומת שילת",,5/3/2020,20:50-23:00,מיקום חולה,35.01638000000003,31.914720000000045
4237,"רחוב לינקולן 11, תל אביב ",מסעדת קאב קם,5/3/2020,21:30-23:30,מיקום חולה,34.78203090000005,32.066901700000074
4238,"רחוב לילנבלום 40, תל אביב ",מסעדת אברקסס,5/3/2020,21:30-23:30,מיקום חולה,34.77191630000004,32.06218910000007
4564,"אגנס, רחוב אבן גבירול 129, תל אביב",,5/3/2020,21:30-23:59,מיקום חולה,34.782232100000044,32.08864680000005
4155,עינב,"מועדון מבוגרים, מסיבת פורים",6/3/2020,22:00-22:15,מיקום חולה,35.12519800000007,32.28359400000005
4239,רחוב אבן גבירול 13,מועדון קווין בי,6/3/2020,23:00- ובמהלך הלילה,מיקום חולה,34.781692200000066,32.072465700000066
4365,"דיור מוגן ""מגדל נופים"" רחוב הנריטה סאלד 2 ירושלים",,6/3/2020,00:00-23:59,מיקום חולה,35.17127000000005,31.762360000000054
4568,"מסעדת אל וסינו, אבן גבירול 129, תל אביב",,6/3/2020,00:00-01:00,מיקום חולה,34.78390110000004,32.095295100000044
4204,"בית הכנסת שערי השמים, רחוב אמציה ,ירושלים",קומה 2,6/3/2020,06:00-07:00,מיקום חולה,35.214353000000074,31.762181000000055
4171,"בית הכנסת ""שיח השדה""', רחוב הצפצפה, מעלה אדומים ",,6/3/2020,06:15-19:00,מיקום חולה,35.30085770000005,31.768107900000075
4618,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,6/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
4646,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,6/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
4526,סוכנות שברולט הפצת רכב דרום ברחוב הסדנא 8 באר שבע,,6/3/2020,07:00-12:00,מיקום חולה,34.822294000000056,31.252038000000027
4205,שופרסל דיל רחוב פייר קניג מול קניון הדר ירושלים,,6/3/2020,07:00-07:20,מיקום חולה,35.21472220000004,31.753611100000057
4240,"מלון רויאל ביץ, רחוב הירקון 19, תל אביב",ארוחת בוקר,6/3/2020,07:00-10:30,מיקום חולה,34.76455910000004,32.07048260000005
4257,נסיעה משדה התעופה במונית למלון דן פנורמה תל אביב,,6/3/2020,07:00-08:00,מיקום חולה,34.88481500000006,32.00411400000007
4461,בית כנסת החושן במודיעין,,6/3/2020,07:00-07:30,מיקום חולה,34.99476000000004,31.903590000000065
4172,"צמח השדה 29, מעלה אדומים",סופר יינות ביתן ,6/3/2020,07:15-08:00,מיקום חולה,35.30156400000004,31.76723750000008
4151,עינב,מעון ילדים,6/3/2020,07:30-15:30,מיקום חולה,35.12519800000007,32.28359400000005
4492,יישוב ענב,,6/3/2020,07:30-15:30,מיקום חולה,35.12733110000005,32.285430000000076
4496,מועדון כפרי משגב,חדר כושר,6/3/2020,08:00-10:00,מיקום חולה,35.259767500000066,32.860173400000065
4295,"גן ""צבעוני"", רחוב שקמה 20 באור יהודה",,6/3/2020,08:00-16:00,מיקום חולה,34.95266000000004,32.00559000000004
4405,"בית ספר עירוני ה', רח' אבנר חושן 57 מודיעין",,6/3/2020,08:00-11:40,מיקום חולה,34.990973000000054,31.90613200000007
4356,"בית הספר ""גוונים"" בקריית ארבע",,6/3/2020,08:00-09:30,מיקום חולה,35.12439800000004,31.534248000000048
4206,"קונדיטוריה ""לה מולאן דורה"" רחוב עמק רפאים 44 ,ירושלים",,6/3/2020,08:40-08:50,מיקום חולה,35.21830580000005,31.762785300000075
4166,מצדה ,כולל רכבל,6/3/2020,09:00-13:00,מיקום חולה,35.36269550000003,31.311416700000052
4374,קניון בית החולים הדסה עין כרם,סניף רולדין ובסופר,6/3/2020,09:00-10:30,מיקום חולה,35.148261785000045,31.76640364800005
4357,"סופרמרקט ""דקל"" בקריית ארבע",,6/3/2020,09:45-10:15,מיקום חולה,35.11911100000003,31.528901000000076
4456,"בית קפה ""בנדיקט"" רח' בוסי סנט ג'ורג' 9 קרית עקרון בילו סנטר",,6/3/2020,10:00-11:30,מיקום חולה,34.81400000000008,31.86173000000008
4431,"בית קפה ""בנדיקט"" רח' בוסי סנט ג'ורג' 9 קרית עקרון בילו סנטר",,6/3/2020,10:00-11:30,מיקום חולה,34.816569333000075,31.864832799000055
4179,"חיים סירני 1, רחובות ","סופרמרקט ""יש בשכונה"" ",6/3/2020,10:00-10:15,מיקום חולה,34.82154080000004,31.89332210000003
4312,"סופר ""מחסני השוק"" בצומת אורה ירושלים בשעות 10:00-10:20",,6/3/2020,10:00-10:20,מיקום חולה,35.16070000000008,31.75658000000004
4497,מועדון כפרי משגב,"מסעדת ""תבל""",6/3/2020,10:00-10:30,מיקום חולה,35.259767500000066,32.860173400000065
4549,"קיר טיפוס iclimb בראשון לציון, נדב בסקין 12",,6/3/2020,10:00-13:00,מיקום חולה,34.769812400000035,31.98815970000004
4218,סופרמארקט ויקטורי באופקים,,6/3/2020,11:00-11:30,מיקום חולה,34.623063900000034,31.321079000000054
4313,חנות TO GO ברחוב כנפי נשרים בגבעת שאול ירושלים,,6/3/2020,11:20-11:40,מיקום חולה,35.18901000000005,31.78798000000006
4289,"סופר בר כל, צפת",מיקום מדוייק לא ידוע,6/3/2020,11:30-13:00,מיקום חולה,35.48750000000007,32.966331000000025
4432,חנות רנואר בילו סנטר קרית עקרון,,6/3/2020,11:30-12:00,מיקום חולה,34.81663400000008,31.86490200000003
4457,חנות רנואר בילו סנטר קרית עקרון,,6/3/2020,11:30-12:00,מיקום חולה,34.80716000000007,31.893620000000055
4314,סופר פארם ברחוב כנפי נשרים ירושלים,,6/3/2020,11:40-11:50,מיקום חולה,35.18838000000005,31.788000000000068
4211,"רום אופטיק"" פסגת זאב, רח' משה דיין",,6/3/2020,12:00-12:10,מיקום חולה,35.23995309400004,31.820759361000057
4188,"רום אופטיק, פסגת זאב, רח' משה דיין",,6/3/2020,12:00-12:10,מיקום חולה,35.23995309400004,31.820760215000064
4189,"מעיין 2000, פסגת זאב, רח' משה דיין",,6/3/2020,12:10-12:15,מיקום חולה,35.25022925700006,31.819792602000064
4212,"מכלת ""מעיין 2000"" פסגת זאב, רח' משה דיין",,6/3/2020,12:10-12:15,מיקום חולה,35.25023564900005,31.81978956000006
4315,סופר פארם ברחוב כנפי נשרים ירושלים,,6/3/2020,12:10-12:20,מיקום חולה,35.18838000000005,31.788000000000068
4316,"""בזאר מיטל"" רחוב בית הדפוס 7 ירושלים, ""קונדיטורית MOTIS""",,6/3/2020,12:20-12:25,מיקום חולה,35.18971000000005,31.785520000000076
4213,"רח' הששה עשר פינת משה דיין, פסגת זאב","חנות דליקטס ""קשטן"" ",6/3/2020,12:20-12:30,מיקום חולה,35.24066327200006,31.827478838000047
4190,"חנות דליקטס ""קשטן"" פסגת זאב, רח' הששה עשר פינת משה דיין",,6/3/2020,12:20-12:30,מיקום חולה,35.24066552700003,31.82747665000005
4498,לון Bay view חיפה,בר מצווה,6/3/2020,13:00-15:00,מיקום חולה,34.98660660000007,32.808036800000025
4258,לובי מלון דן פנורמה תל אביב,,6/3/2020,13:30-14:00,מיקום חולה,34.763180000000034,32.06474000000003
4378,"סטופמרקט בע""מ, סניף קסטרא דרך משה פלימן 8 חיפה",,6/3/2020,13:30-15:30,מיקום חולה,34.96810708500004,32.788439407000055
4305,"מסעדת טאיזו, דרך מנחם בגין 23, תל אביב",,6/3/2020,13:40-17:00,מיקום חולה,34.779750000000035,32.06393000000003
4259,טיול בשוק הכרמל,,6/3/2020,14:00-15:00,מיקום חולה,34.769040000000075,32.06868000000003
4180,"יוסף ויינר 2, רחובות ","סופרמרקט ""סופר טוב ומיטב""",6/3/2020,14:00-14:05; 15:45-16:00,מיקום חולה,34.82039110000005,31.892080900000053
4406,רח' פז 3 שכונת קייזר מודיעין,צופים שבט תבור,6/3/2020,16:00-18:00,מיקום חולה,34.990897000000075,31.908272000000068
4566,"בית קפה איזי קפה, רחוב ארלוזורוב 76, תל אביב",,6/3/2020,16:00-17:00,מיקום חולה,34.77917480000008,32.08580790000008
4435,"ישיבת ""מאורות התורה"" בקריית יערים",בית הכנסת,6/3/2020,17:00-17:30,מיקום חולה,35.10488820000006,31.805435600000067
4207,"בית הכנסת שערי השמים, רחוב אמציה ,ירושלים",קומה 1,6/3/2020,17:00-18:00,מיקום חולה,35.214353000000074,31.762181000000055
4317,"""ישיבה תיכונית מקור חיים"" בקיבוץ כפר עציון",,6/3/2020,17:00-23:59,מיקום חולה,35.11585000000008,31.64877000000007
4167,"סופרמרקט הורדוס, ים המלח",,6/3/2020,17:30-18:00,מיקום חולה,35.368390229000056,31.173525764000033
4161,"בית כנסת חסידים, טלז סטון ",,6/3/2020,18:00-18:30,מיקום חולה,35.10448190000005,31.80399310000007
4298,בית כנסת יוסף חיים בנווה מונסון,,6/3/2020,18:00-19:00,מיקום חולה,34.867070796000064,32.02810811300003
4462,בית כנסת החושן במודיעין,,6/3/2020,18:00-18:30,מיקום חולה,34.99476000000004,31.903590000000065
4647,"בית הכנסת ""אור החיים"" ברחוב רבי עקיבא 134, בני ברק",,6/3/2020,18:00-20:00,מיקום חולה,34.83628422500004,32.08556140200005
4619,"בית הכנסת ""אור החיים"" ברחוב רבי עקיבא 134, בני ברק",,6/3/2020,18:00-20:00,מיקום חולה,34.83628422500004,32.08556140200005
4260,מסעדת italkia batahan במתחם התחנה.,,6/3/2020,18:30-20:30,מיקום חולה,34.761990000000026,32.05877000000004
4436,"בית הכנסת ""דרכי אבותינו"" בקריית יערים",שיעור,6/3/2020,21:00-22:00,מיקום חולה,35.103297800000064,31.803590100000065
4340,"מוקד רפואה דחופה מכבי, רח' הנצח 3, רמת השרון",,6/3/2020,21:00-21:30,מיקום חולה,34.84393000000006,32.13853000000006
4341,"סופרפארם צמרות, רח' צמרות 2, הרצליה",,6/3/2020,21:30-22:15,מיקום חולה,34.84350000000006,32.15162000000004
4241,"מסעדת בית קנדינוף, רחוב הצורפים 14, תל אביב",,6/3/2020,21:30-23:30,מיקום חולה,34.753792700000076,32.05348090000007
4567,"מסעדת אל וסינו, אבן גבירול 129, תל אביב",,6/3/2020,21:30-23:59,מיקום חולה,34.78390110000004,32.095295100000044
4499,מועדון פאבלה משופץ במנוף,מסיבת פורים,7/3/2020,22:00-23:59,מיקום חולה,35.24056800000005,32.85332530000005
4242,"מועדון זוזו, שדרות רוטשילד 32, תל אביב",,7/3/2020,23:00-ובמהלך הלילה,מיקום חולה,34.77288610000005,32.06322220000004
4318,"""ישיבה תיכונית מקור חיים"" בקיבוץ כפר עציון",,7/3/2020,00:00-18:30,מיקום חולה,35.11585000000008,31.64877000000007
4366,"דיור מוגן ""מגדל נופים"" רחוב הנריטה סאלד 2 ירושלים",,7/3/2020,00:00-23:59,מיקום חולה,35.17127000000005,31.762360000000054
4500,מועדון פאבלה משופץ במנוף,מסיבת פורים,7/3/2020,00:00-02:00,מיקום חולה,35.24056800000005,32.85332530000005
4648,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,7/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
4620,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק",,7/3/2020,06:15-08:15,מיקום חולה,34.839420000000075,32.084520000000055
4407,רח' פז 3 שכונת קייזר מודיעין,צופים שבט תבור,7/3/2020,07:00-21:00,מיקום חולה,34.990897000000075,31.908272000000068
4243,"מלון רויאל ביץ, רחוב הירקון 19, תל אביב",ארוחת בוקר,7/3/2020,08:00-10:00,מיקום חולה,34.76455910000004,32.07048260000005
4173,"בית הכנסת ""שיח השדה""', רחוב הצפצפה, מעלה אדומים ",,7/3/2020,08:00-10:00,מיקום חולה,35.30085770000005,31.768107900000075
4463,בית כנסת החושן במודיעין,,7/3/2020,08:15-10:15,מיקום חולה,34.99476000000004,31.903590000000065
4208,"בית הכנסת שערי השמים, רחוב אמציה ,ירושלים",קומה 2,7/3/2020,08:20-11:00,מיקום חולה,35.214353000000074,31.762181000000055
4437,"בית הכנסת ""קול יהודה"" בקריית יערים",,7/3/2020,08:30-10:30,מיקום חולה,35.09994500000005,31.802774000000056
4494,"בית הכנסת ""היכל ברונה"" ,רחוב זווין בשכונת נווה יעקב","בית הכנסת ""היכל ברונה"" שבתוך מבנה המשותף לבית הכנסת ""חפץ חיים"" ובית הכנסת ""אהבת חסד",7/3/2020,08:30-10:30,מיקום חולה,35.24919776100006,31.84297519200004
4527,בריאותא באר שבע ברחוב יצחק נפחא 25,מתחם One Plaza,7/3/2020,09:00-10:00,מיקום חולה,34.81190790000005,31.24797570000004
4375,"בית הכנסת ""אוהל רבקה"" ברחוב חרל""פ 15",,7/3/2020,09:30-10:30,מיקום חולה,35.212330000000065,31.76956000000007
4142,"בית כנסת חסידים, טלז סטון","שהבת זכור, תפילת שחרית, עזרת גברים",7/3/2020,09:30-10:00,מיקום חולה,35.10448190000005,31.80399310000007
4261,ארוחת בוקר במלון דן פנורמה תל אביב,,7/3/2020,09:30-10:30,מיקום חולה,34.763180000000034,32.06474000000003
4290,"בית הכנסת שבט אחים, שכ' כנען, צפת",,7/3/2020,10:00-12:30,מיקום חולה,35.50362005300008,32.968996866000055
4149,בית כנסת אוהבי ציון מקור חיים ירושלים,,7/3/2020,10:00-10:45,מיקום חולה,35.21192860000008,31.782963000000052
4181,"זכריה מאדר 28, רחובות",בית כנסת בית מנחם צעירים,7/3/2020,10:00-12:00,מיקום חולה,34.81902180000003,31.89010470000005
4162,"בית כנסת בית ההחלמה, טלז סטון",,7/3/2020,10:00-11:30,מיקום חולה,35.10304220000006,31.80289860000005
4338,"מוקד בטר""ם, בני ברק",,7/3/2020,10:00-12:00,מיקום חולה,34.837950000000035,32.09248000000002
4334,"מוקד בטר""ם, בני ברק",,7/3/2020,10:00-12:00,מיקום חולה,34.837950000000035,32.09248000000002
4501,יישוב יובלים,"תהלוכת פורים עדליידע בישוב יובלים: המתנה ברחבת מבנה התעשייה ביובלים, תהלוכה ממבנה התעשייה למרכז הישוב ומופע פורימון באמפי הקטן",7/3/2020,10:00-12:00,מיקום חולה,35.26929400000006,32.87816300000003
