OBJECTID,מקום,הערות,תאריך,שעות שהייה,סוג מיקום,x,y
36498,"פאב ""דרינק פוינט"", רח' הסיבים 7, פתח תקווה",,13/3/2020,00:00-01:00,מיקום חולה,34.857300000000066,32.09077000000008
36499,"פאב ""דרינק פוינט"", רח' הסיבים 7, פתח תקווה",,13/3/2020,00:00-01:00,מיקום חולה,34.857300000000066,32.09077000000008
36500,בית חולים וולפסון,כל מי שביקר במחלקה פנימית ד' או במחלקת רגל סכרתית,13/3/2020,00:00-23:59,מיקום חולה,34.76270740000007,32.03603090000007
36501,"ישיבת חינוך לנער, צפת", ,13/3/2020,00:00-02:00,מיקום חולה,35.49917530000005,32.958460900000034
36502,"ישיבת חב""ד הגדולה, צפת", ,13/3/2020,00:00-23:59,מיקום חולה,35.49421200000006,32.97198100000003
36516,"חנות לבגדי נשים ""לילוש"" בקרית ים - שד' ירושלים 51",לא צוינו שעות,13/3/2020,00:02-23:58,מיקום חולה,35.06890348200005,32.842670275000046
36529,"בית כנסת מרכזי התמר, אפרת",,13/3/2020,00:02-23:58,מיקום חולה,35.14993400000003,31.653589000000068
37538,סינמה סיטי - ראשון לציון,,13/3/2020,00:25 - 01:50,מיקום חולה,34.77236320000003,31.989177700000027
37475,בר ג'ימי הו - תל אביב - יפו,,13/3/2020,00:30 - 03:00,מיקום חולה,34.77194626200003,32.06304228600004
37044,סופר - בני ברק,,13/3/2020,00:45 - 02:00,מיקום חולה,34.82218024900004,32.081293678000065
37031,מסעדת אגאדיר - בני ברק,,13/3/2020,01:00 - 02:00,מיקום חולה,34.84204086700004,32.089237996000065
36530,"מסעדת ""אבולעפיה"", רח' הסיבים 19, פתח תקווה",,13/3/2020,01:00-01:30,מיקום חולה,34.85699000000005,32.08938000000006
36531,"מסעדת ""אבולעפיה"", רח' הסיבים 19, פתח תקווה",,13/3/2020,01:00-01:30,מיקום חולה,34.85699000000005,32.08938000000006
36508,"ספוטניק בר"" ברחוב אלנבי 122, תל אביב", ,13/3/2020,02:15-04:15,מיקום חולה,34.77314240000004,32.06284130000006
36532,"בית כנסת ""אור לשבים"" יהוד",תפילה,13/3/2020,05:00-07:00,מיקום חולה,34.89205000000004,32.03719000000007
36533,מאפיית דרך הלחם - יבנה,,13/3/2020,05:00 - 15:00,מיקום חולה,34.736028100000055,31.866469400000028
36520,"בית כנסת בבית מדרש ""אוהלי שם"" רח' נהר שלום כוכב יעקב", ,13/3/2020,05:15-06:16,מיקום חולה,35.24825400000003,31.879040000000032
36534,בית כנסת 'בני ישיבות' קרית יערים (טלז סטון),,13/3/2020,05:20-06:30,מיקום חולה,35.09902269400004,31.802639445000068
37383,בית כנסת רבנות - רחובות,,13/3/2020,05:30 - 06:30,מיקום חולה,34.81537080000004,31.898843500000055
36535,"בית כנסת מגן שלמה, מושב גילת",,13/3/2020,05:45-06:30,מיקום חולה,34.648934000000054,31.326321000000064
36514,"בית כנסת ""משכנות נריה"", אלעד", ,13/3/2020,05:45-06:20,מיקום חולה,34.95075000000003,32.04953000000006
36536,רחוב אלעזר פתח תקווה, ,13/3/2020,06:00-06:30,מיקום חולה,34.90198740000005,32.08007520000007
36537,בית כנסת עולי אירופה - מגדל העמק,,13/3/2020,06:00 - 06:30,מיקום חולה,35.26490988100005,32.69357615900003
36538,"בית כנסת ""חושן"" רחוב הבדולח 12 מודיעין", ,13/3/2020,07:00-08:00,מיקום חולה,34.99476240000007,31.90359490000003
36539,כולל 'נחלי דעת' קרית יערים (טלז סטון),,13/3/2020,07:00-13:00,מיקום חולה,35.09902269400004,31.802639445000068
37040,"בית כנסת ""כנסת ישראל"" - בני ברק",,13/3/2020,07:00 - 07:30,מיקום חולה,34.84004153600006,32.08432381100005
37321,קול יעקב - ירושלים,,13/3/2020,07:00 - 08:00,מיקום חולה,35.189116600000034,31.762294000000058
37338,בית כנסת חושן - מודיעין-מכבים-רעות,,13/3/2020,07:00 - 08:00,מיקום חולה,34.99462787600004,31.90358147300003
37135,בית כנסת בלחסן - חיפה,,13/3/2020,07:00 - 08:00,מיקום חולה,35.07085846100006,32.83807361500004
37449,בית כנסת ברסלב - ירושלים,,13/3/2020,07:00 - 10:30,מיקום חולה,35.224230900000066,31.785502500000064
36540,"בית כנסת הישן, ישוב אלון שבות",,13/3/2020,07:20-07:50,מיקום חולה,35.125256000000036,31.65487100000007
36521,"בית כנסת בבית מדרש ""אוהלי שם"" רח' נהר שלום כוכב יעקב", ,13/3/2020,07:25-07:40,מיקום חולה,35.24825400000003,31.879040000000032
36541,"בית כנסת ""זיו יהודה"" ושטיבלאך, שד' אריה לוין בבני ברק",,13/3/2020,07:30-08:00,מיקום חולה,34.83791740000004,32.09726690000008
36542,"בית כנסת הרב שחף, רח' הרב נויפלד 10 בבני ברק",,13/3/2020,07:30-08:00,מיקום חולה,34.84142000000003,32.09722140000002
36543,מקווה צאנז - בני ברק,,13/3/2020,07:30 - 07:50,מיקום חולה,34.83241071400005,32.08646533900003
37525,"בית כנסת ""תפארת בחורים"" - רעננה",,13/3/2020,07:30 - 08:30,מיקום חולה,34.853813726000055,32.193671564000056
37096,לוקווא - בני ברק,,13/3/2020,07:30 - 09:30,מיקום חולה,34.834628563000024,32.09119567300007
37265,"בית כנסת ""תפארת יוחאי"" - אשקלון",,13/3/2020,07:30 - 10:30,מיקום חולה,34.56666800000005,31.681838000000027
37752,בית כנסת גור - בני ברק,,13/3/2020,07:30 - 08:30,מיקום חולה,34.82792111300006,32.08580757900006
37254,בית כנסת החריש - אפרת,,13/3/2020,07:45 - 08:15,מיקום חולה,35.160276700000054,31.666156700000045
37546,"בית כנסת ""משכנות נריה "" - אלעד",,13/3/2020,07:45 - 08:20,מיקום חולה,34.959736400000054,32.050359300000025
36544,ישיבת הר עציון ישוב אלון שבות,חדר אוכל,13/3/2020,07:50-08:15,מיקום חולה,35.12351290000004,31.65767100000005
36545,"קופ""ח כללית רחוב הפלמ""ח 17 רחובות",קומה א',13/3/2020,08:00-08:30,מיקום חולה,34.82260800000006,31.89543400000008
36546,"קופ""ח כללית רחוב הפלמ""ח 17 רחובות",קומה א',13/3/2020,08:00-08:30,מיקום חולה,34.82260800000006,31.89543400000008
36547,"בית הכנסת ברחוב הרב מנהר 4, הר חומה, ירושלים", ,13/3/2020,08:00-08:45,מיקום חולה,35.22415398800007,31.721989154000028
36548,קפה שלונסקי - רעננה,,13/3/2020,08:00 - 13:30,מיקום חולה,34.863387000000046,32.19129840000005
36549,בית כנסת - ירושלים,,13/3/2020,08:00 - 08:45,מיקום חולה,35.22485723200003,31.721887122000055
36526,"""סופר אדוארד"" רח' ויצמן 55, יהוד", ,13/3/2020,08:00-08:30,מיקום חולה,34.892579700000056,32.03371400000003
36512,"קופת חולים כללית, כסיפה א'", ,13/3/2020,08:00-12:00,מיקום חולה,35.082868000000076,31.249581000000035
37610,בית כנסת בכור - אשקלון,,13/3/2020,08:00 - 09:00,מיקום חולה,34.56176700000003,31.676671000000056
37281,תלמוד תורה באר יהושע - בני ברק,,13/3/2020,08:00 - 12:00,מיקום חולה,34.83343610000003,32.08784600000007
37285,מכולת ברכולית - בני ברק,,13/3/2020,08:00 - 08:15,מיקום חולה,34.841171200000076,32.079624900000056
37377,בנק איגוד - אלעד,,13/3/2020,08:00 - 12:30,מיקום חולה,34.950506294000036,32.05082261200005
37215,משרד מגדלי חג'ג' - תל אביב - יפו,,13/3/2020,08:00 - 16:00,מיקום חולה,34.786849000000075,32.069962700000076
37829,"בית כנסת ""חבד"" - רחובות",,13/3/2020,08:00 - 09:30,מיקום חולה,34.81907346600008,31.892120895000065
37016,"סופר ""קואופ שופ"" - גבעת זאב",,13/3/2020,08:15 - 10:00,מיקום חולה,35.168153000000075,31.865256800000054
36550,"בית כנסת ברסלב, רחוב סעדיה יהוד", ,13/3/2020,08:20-09:30,מיקום חולה,34.88712865900004,32.03166706800005
36551,ישיבת הר עציון ישוב אלון שבות,שיעור של הרב בזק,13/3/2020,08:30-10:00,מיקום חולה,35.12351290000004,31.65767100000005
36552,"בית הכנסת ""בית אברהם"", רחוב אזניים לתורה 1, קרית יערים (טלז סטון)", ,13/3/2020,08:30-09:30,מיקום חולה,35.10007090000005,31.803140600000063
36553,"פארם בקניון סביונים ביהוד, קומה שנייה",,13/3/2020,08:30-09:30,מיקום חולה,34.87836550000003,32.03053220000004
36554,סופר דיל - אפרת,,13/3/2020,08:30 - 08:45,מיקום חולה,35.156548239000074,31.66406396900004
37299,אושר עד - בני ברק,,13/3/2020,08:30 - 09:30,מיקום חולה,34.80343419900004,32.09835918700003
36555,סופר פארם ניות - ירושלים,,13/3/2020,08:45 - 09:30,מיקום חולה,35.20180440000007,31.767285800000025
36556,"קופ""ח כללית ""רמז"" רחוב דוד רמז 71 רחובות",יחידת אולטרסאונד,13/3/2020,08:50-09:00,מיקום חולה,34.80409210000005,31.89449630000007
36557,"קופ""ח כללית ""רמז"" רחוב דוד רמז 71 רחובות",יחידת אולטרסאונד,13/3/2020,08:50-09:00,מיקום חולה,34.80409210000005,31.89449630000007
36558,"מועדון כושר ""קולנוע פאר"", רחוב ישעיה 1, תל אביב",,13/3/2020,09:00-10:30,מיקום חולה,34.77868350000006,32.095061600000065
36559,"מרפאת עיניים קופ""ח כללית ""רמז"" רחוב דוד רמז 71 רחובות",,13/3/2020,09:00-09:40,מיקום חולה,34.80409210000005,31.89449630000007
36560,"מרפאת עיניים קופ""ח כללית ""רמז"" רחוב דוד רמז 71 רחובות", ,13/3/2020,09:00-09:40,מיקום חולה,34.80409210000005,31.89449630000007
36561,"מועדון נוער ""אור ישראלי"" מגדל העמק", ,13/3/2020,09:00-13:00,מיקום חולה,35.24174970000007,32.67781140000005
36562,"ישיבת ""תולדות אהרון"", ירושלים", ,13/3/2020,09:00-09:40,מיקום חולה,35.22504460000005,31.785654700000062
36563,חנות גליתא - דודג' סנטר - נוף הגליל,,13/3/2020,09:00 - 14:00,מיקום חולה,35.30361110000007,32.69333330000006
37066,"כולל "" דברי שיר "" - בני ברק",,13/3/2020,09:00 - 11:00,מיקום חולה,34.836190515000055,32.085918940000056
37192,סופר אושר עד - ראשון לציון,,13/3/2020,09:00 - 11:00,מיקום חולה,34.76106980000003,31.99084890000006
37099,סופר מגה בעיר - תל אביב - יפו,,13/3/2020,09:00 - 10:00,מיקום חולה,34.77540724900007,32.075418021000075
37539,"מאפיה ""סלפק ענבר"" - בני ברק",,13/3/2020,09:00 - 17:30,מיקום חולה,34.840522100000044,32.07838840000005
37474,סופרפארמ - מודיעין-מכבים-רעות,,13/3/2020,09:00 - 09:30,מיקום חולה,35.007820200000026,31.900639100000035
37414,סופר מינימרקט שורצקי - תל אביב - יפו,,13/3/2020,09:30 - 10:00,מיקום חולה,34.77615060000005,32.068532600000026
37108,"ביה""כ חניכי הישיבות יוצאי חברון - בית הכנסת הגדול - אולם תחתון - בני ברק",,13/3/2020,09:30 - 12:30,מיקום חולה,34.84412736000007,32.09115101900005
37129,מאפיית שילת - חיפה,,13/3/2020,09:30 - 10:15,מיקום חולה,35.055541052000024,32.819408045000046
37390,"סופר מרקט ""אושר עד"" - בני ברק",,13/3/2020,09:30 - 11:00,מיקום חולה,34.829753872000026,32.098916631000066
36527,"סופרמרקט ""אושר עד"", רח' הקישון 11, בני ברק", ,13/3/2020,09:30-11:00,מיקום חולה,34.82972220000005,32.09888890000008
36564,מקווה בסביון ברח' הדרים,,13/3/2020,09:30-09:45,מיקום חולה,34.88259000000005,32.056020000000046
36565,"מקווה יחזקאל, קרית גת",,13/3/2020,09:30-10:00,מיקום חולה,34.76598000000007,31.61233200000004
36566,סופר מגה בעיר מנחם בגין 44 כפר יונה, ,13/3/2020,09:30-10:00,מיקום חולה,34.93653420000004,32.311227200000076
36567,"מינימרקט ""שורצקי"", רח' שינקין 54, תל אביב",,13/3/2020,09:30-10:00,מיקום חולה,34.77615060000005,32.068532600000026
36568,"""כולל אדרת אליהו"", רח' בן יעקב 17, בני ברק",,13/3/2020,09:30-13:00,מיקום חולה,34.83980830000007,32.077926400000024
36569,משביר לעמו - בני ברק,,13/3/2020,09:30 - 09:50,מיקום חולה,34.83018020000003,32.08640010000005
36570,"סופר מאיר, רחוב סעדיה חתוכה, יהוד", ,13/3/2020,09:40-10:00,מיקום חולה,34.88897932200007,32.02892632800007
36571,סופר- דיל דרך בת לחם - ירושלים,,13/3/2020,09:45 - 10:00,מיקום חולה,35.22004070000003,31.754546300000072
36572,"קופ""ח כללית רחוב פלמ""ח 17 רחובות קומה א'",,13/3/2020,10:00-10:30,מיקום חולה,34.82260800000006,31.89543400000008
36573,"קופ""ח כללית רחוב פלמ""ח 17 רחובות קומה א'", ,13/3/2020,10:00-10:30,מיקום חולה,34.82260800000006,31.89543400000008
36574,קניון בית החולים שמיר, ,13/3/2020,10:00-11:30,מיקום חולה,34.84077625300006,31.966950600000075
36575,"סופרמרקט ""ויקטורי"" רח' ירושלים 34 רעננה", ,13/3/2020,10:00-11:15,מיקום חולה,34.854407200000026,32.18548410000005
36576,"סופרמרקט ״ויקטורי״ רח׳ ירושלים 34, רעננה", ,13/3/2020,10:00-11:15,מיקום חולה,34.85459960000003,32.18614760000003
36577,"קייטרינג רוזמרין רחוב העבודה 7, ראש העין",,13/3/2020,10:00-12:00,מיקום חולה,34.94139990000008,32.10600320000003
36578,יוחננוף מול הים - חדרה,,13/3/2020,10:00 - 11:00,מיקום חולה,34.894924400000036,32.440778900000055
36523,"בית כנסת אמרי שפר, רח' קצנלבוגן 1, הר נוף, ירושלים", ,13/3/2020,10:00-11:00,מיקום חולה,35.17398990000004,31.789642300000025
36503,"בית הכנסת חסדי ישי, קרית גת", ,13/3/2020,10:00-12:30,מיקום חולה,34.768459000000064,31.61114800000007
36982,חנות ארגמן - מגדל העמק,,13/3/2020,10:00 - 14:30,מיקום חולה,35.24180270000005,32.67568680000005
37103,מקור הבד פיש - בני ברק,,13/3/2020,10:00 - 13:00,מיקום חולה,34.833164500000066,32.08589560000007
37150,בית הכנסת רעות - אלעד,,13/3/2020,10:00 - 11:00,מיקום חולה,34.96336000000008,32.04767570000007
37396,חנות רמי לוי - ראשון לציון,,13/3/2020,10:00 - 11:00,מיקום חולה,34.768911600000024,31.983913100000052
37470,"ישיבת חב""ד - צפת",,13/3/2020,10:00 - 00:00,מיקום חולה,35.49224677900003,32.969208740000056
37699,קשת טעמים - נתניה,,13/3/2020,10:00 - 11:00,מיקום חולה,34.85939390000004,32.282960400000036
36579,סופר קייזר – רח' אבני החושן מודיעין,,13/3/2020,10:10-10:45,מיקום חולה,34.99644633500003,31.90306357700007
36580,"שופרסל רח' לוחמי הגטאות 36, נהריה", ,13/3/2020,10:30-11:00,מיקום חולה,35.09690430000006,33.00098500000007
36581,ספריה מרכזית מודיעין, ,13/3/2020,10:30-10:50,מיקום חולה,35.01518500000003,31.89862720000008
36582," רח' עמק דותן 49 מרכז רב- תחומי, מודיעין.", ,13/3/2020,10:30-11:00,מיקום חולה,35.01487960000003,31.898845900000023
36583," רח' עמק דותן 49 מרכז רב- תחומי, מודיעין", ,13/3/2020,10:30-11:00,מיקום חולה,35.01487960000003,31.898845900000023
36584,"חנות ""הפיראט האדום"" תלפיות מתחת לקניון הדר - ירושלים",,13/3/2020,10:30 - 10:45,מיקום חולה,35.21323650000005,31.75406870000006
37507,ספריה עירונית - מודיעין-מכבים-רעות,,13/3/2020,10:30 - 11:00,מיקום חולה,35.01463628000005,31.898952586000064
37513,ספ]ריה עירונית - מודיעין-מכבים-רעות,,13/3/2020,10:30 - 11:30,מיקום חולה,35.01518500000003,31.89862720000008
37339,ספריה מרכזית - מודיעין-מכבים-רעות,,13/3/2020,10:30 - 10:50,מיקום חולה,35.01518500000003,31.89862720000008
36585,שופרסל שלי מרכז מרום נווה - רמת גן,,13/3/2020,10:45 - 11:00,מיקום חולה,34.829015800000036,32.071606700000075
36586,עמק דותן 49 מודיעין,ספרייה ציבורית מודיעין,13/3/2020,10:50-11:00,מיקום חולה,35.01471520000007,31.899252300000057
36587,בית הרופאים רח' ערער 9 מודיעין,,13/3/2020,11:00-11:30,מיקום חולה,35.00829500000003,31.900419200000044
36588,"קשת טעמים רח' לוחמי הגטאות 9, נהריה", ,13/3/2020,11:00-11:15,מיקום חולה,35.09822850000006,33.004319000000066
36589,"חנות מחשבים ""אייבורי"" ישפרו מודיעין", ,13/3/2020,11:00-11:30,מיקום חולה,34.96252480000004,31.889382600000033
36590,"חנות """"אייבורי"""", """"ישפרו סנטר"""", רח' המלאכות, מודיעין.", ,13/3/2020,11:00-11:30,מיקום חולה,34.962810500000046,31.889801100000057
36591,"""אייבורי"", ""ישפרו סנטר"", רח' המלאכות, מודיעין.", ,13/3/2020,11:00-11:30,מיקום חולה,34.96252480000004,31.889382600000033
36592,"בית קפה דרך הגפן, מושב בית זית 24", ,13/3/2020,11:00-13:00,מיקום חולה,35.161560800000075,31.781886800000052
37067,בית כנסת סטרובקוב - בני ברק,,13/3/2020,11:00 - 12:30,מיקום חולה,34.83925889300008,32.08127644500007
37340,חנות מחשבים אייבורי ישפרו מודיעין - מודיעין-מכבים-רעות,,13/3/2020,11:00 - 11:30,מיקום חולה,34.96252480000004,31.889382600000033
37342,כולל מגדל אור - מגדל העמק,,13/3/2020,11:00 - 15:00,מיקום חולה,35.23272489400006,32.67532723800008
37326,בית קפה דרך הגפן - בית זית,,13/3/2020,11:00 - 13:00,מיקום חולה,35.161560800000075,31.781886800000052
37374,סופר יהודה - תל אביב - יפו,,13/3/2020,11:00 - 12:00,מיקום חולה,34.78117350000008,32.08330010000003
37375,סופר יהודה - תל אביב - יפו,,13/3/2020,11:00 - 11:15,מיקום חולה,34.78117350000008,32.08330010000003
37298,אושר עד - פתח תקווה,,13/3/2020,11:00 - 11:30,מיקום חולה,34.89239410000005,32.105837000000065
37222,סופר פארם - תל אביב - יפו,,13/3/2020,11:00 - 13:00,מיקום חולה,34.782387235000044,32.086637203000066
37514,חנות אייבורי ישפרו סנטר - מודיעין-מכבים-רעות,,13/3/2020,11:00 - 11:30,מיקום חולה,34.96252480000004,31.889382600000033
37508,חנות אייבורי ישפרו סנטר - מודיעין-מכבים-רעות,,13/3/2020,11:00 - 11:30,מיקום חולה,34.96252480000004,31.889382600000033
37585,שוק אבולבן - אור יהודה,,13/3/2020,11:00 - 12:00,מיקום חולה,34.86177180000004,32.023076900000035
37563,סופר קופיקס - אשקלון,,13/3/2020,11:00 - 11:15,מיקום חולה,34.58213339500003,31.669481932000053
37707,מאפיית ידעי - גדרה,,13/3/2020,11:00 - 11:15,מיקום חולה,34.77898700000003,31.81752320000004
37834,"סופר מרקט ""הטוב והמטיב"" - רחובות",,13/3/2020,11:00 - 12:00,מיקום חולה,34.820347869000045,31.89191064100004
36593,"אטליז גבאי רח' השקד 38, נהריה", ,13/3/2020,11:15-11:35,מיקום חולה,35.08444460000004,32.990020800000025
36594,"יוחננוף, נתיבות",,13/3/2020,11:15-11:30,מיקום חולה,34.592558000000054,31.417696000000035
37706,סופר פארם - גדרה,,13/3/2020,11:20 - 12:00,מיקום חולה,34.78376817000003,31.804549161000068
36595,"בית קפה ""בירנבאום"", רחוב נחלת בנימין 31, תל אביב",,13/3/2020,11:30-13:45,מיקום חולה,34.77063860000004,32.066287500000044
36596,סופר פארם קניון עזריאלי מודיעין,,13/3/2020,11:30-12:00,מיקום חולה,35.007820200000026,31.900639100000035
36597," חנות ""מגה ספורט"" ישפרו מודיעין", ,13/3/2020,11:30-11:40,מיקום חולה,34.962810500000046,31.889801100000057
36598,הולמס פליס - באר שבע,,13/3/2020,11:30 - 12:30,מיקום חולה,34.783172415000024,31.24503717300007
37058,"סופרמרקט ""יש חסד"" - טבריה",,13/3/2020,11:30 - 12:00,מיקום חולה,35.51695310000008,32.77959910000004
36991,סופר פארם - תל אביב - יפו,,13/3/2020,11:30 - 12:30,מיקום חולה,34.77360566800007,32.07767675500003
36510,"אולם הנסיכה, צ'ק פוסט", ,13/3/2020,11:30-12:00,מיקום חולה,35.054315400000064,32.80834070000003
37182,תחנת דלק סונול - מגדל העמק,,13/3/2020,11:30 - 12:00,מיקום חולה,35.25002650000005,32.673735900000054
37139,הום פלייס - בני ברק,,13/3/2020,11:30 - 11:50,מיקום חולה,34.833847400000025,32.08631930000007
37360,בנק יהב - קניון העמקים - עפולה,,13/3/2020,11:30 - 13:30,מיקום חולה,35.29411357300006,32.60374179300004
37327,קפה ברינבאום - נחלת בנימין - תל אביב - יפו,,13/3/2020,11:30 - 13:15,מיקום חולה,34.77063860000004,32.066287500000044
37328,סופרפארם - בלפור תא - תל אביב - יפו,,13/3/2020,11:30 - 12:00,מיקום חולה,34.77113723600007,32.06802482100005
37341,מגה ספורט - מודיעין-מכבים-רעות,,13/3/2020,11:30 - 11:40,מיקום חולה,34.96603745900006,31.889113751000025
37361,מקס סטוק מתחם מיקס - חדרה,,13/3/2020,12:00 - 12:30,מיקום חולה,34.93054650000005,32.44184300000006
37307,"סופרמרקט ""אלף כל"" - קרית גת",,13/3/2020,12:00 - 13:00,מיקום חולה,34.76136447500005,31.612351833000048
37293,"חדר הכושר במרכז הספורט באוניברסית ת""א - תל אביב - יפו",,13/3/2020,12:00 - 13:30,מיקום חולה,34.802265900000066,32.11617920000003
37168,חנות ירקות - עידן הפרי והירק - מודיעין-מכבים-רעות,,13/3/2020,12:00 - 13:00,מיקום חולה,34.99587770000005,31.903643100000068
37138,סופר פארם - בני ברק,,13/3/2020,12:00 - 12:15,מיקום חולה,34.82467930000007,32.09162440000006
37696,NOLA - תל אביב - יפו,,13/3/2020,12:00 - 14:30,מיקום חולה,34.77482630000003,32.08721070000007
37495,,,13/3/2020,12:00 - 12:30,מיקום חולה,34.85460582700006,32.18616362400007
37401,social club - תל אביב - יפו,,13/3/2020,12:00 - 23:00,מיקום חולה,34.77429140000004,32.06439510000007
36517,סופר קייזר בקייזר סנטר רח' אבני החושן 12 מודיעין, ,13/3/2020,12:00-12:15,מיקום חולה,34.99787185200006,31.907395861000055
36518,חדר כושר באפרת, ,13/3/2020,12:00-14:00,מיקום חולה,35.153772539000045,31.651397108000022
36525,"בורקס אמא, רח' רבקה, ירושלים", ,13/3/2020,12:00-12:15,מיקום חולה,35.21606020000007,31.754719800000032
37018,מחסני חשמל - בני ברק,,13/3/2020,12:00 - 14:00,מיקום חולה,34.82872190000006,32.09970940000005
37059,אנטריקוט קצבים - טבריה,,13/3/2020,12:00 - 12:30,מיקום חולה,35.510625900000036,32.77984750000007
36599,"שופרסל, רחוב ארלוזורוב 53, תל אביב",,13/3/2020,12:00-13:00,מיקום חולה,34.77909960000005,32.08614060000008
36600,"קניון מעלה אדומים, שופרסל ודלתא - מעלה אדומים",,13/3/2020,12:00 - 13:30,מיקום חולה,35.29847680000006,31.771327100000065
37322,סופר קייזר - מודיעין-מכבים-רעות,,13/3/2020,12:10 - 12:45,מיקום חולה,34.99632690000004,31.902869200000055
37144,לוקווא - בני ברק,,13/3/2020,12:25 - 12:45,מיקום חולה,34.83462384400008,32.09118352400003
37109,נתיב החסד - בני ברק,,13/3/2020,12:30 - 13:15,מיקום חולה,34.834889400000066,32.086299100000076
37110,מעיין 2000 - בני ברק,,13/3/2020,12:30 - 13:15,מיקום חולה,34.83151410100004,32.08596714200007
37111,מאפיית הצבי - בני ברק,,13/3/2020,12:30 - 13:15,מיקום חולה,34.84110670000007,32.08072710000005
36601,"בית כנסת ""אור לשבים"" יהוד",תפילה,13/3/2020,12:30-13:00,מיקום חולה,34.89205000000004,32.03719000000007
36998,סופר יוחננוף - נתיבות,,13/3/2020,12:30 - 13:30,מיקום חולה,34.592558000000054,31.417696000000035
37151,חנות ירקות - אלעד,,13/3/2020,12:40 - 13:00,מיקום חולה,34.95348370700003,32.049631849000036
37164,ברכול - אלעד,,13/3/2020,13:00 - 13:40,מיקום חולה,34.96593820000004,32.04757110000003
37223,שופר סל - תל אביב - יפו,,13/3/2020,13:00 - 13:15,מיקום חולה,34.78231952400006,32.086760223000056
37351,קשת טעמים - נהריה,,13/3/2020,13:00 - 13:15,מיקום חולה,35.09822850000006,33.004319000000066
37473,חנות בגדים BO E - תל אביב - יפו,,13/3/2020,13:00 - 13:30,מיקום חולה,34.774148600000046,32.07875780000006
37478,שווארמה אמיל - חיפה,,13/3/2020,13:00 - 14:00,מיקום חולה,34.99409070000007,32.81877560000004
37481,בית משפחה - מודיעין-מכבים-רעות,,13/3/2020,13:00 - 20:00,מיקום חולה,34.99745732300005,31.90335231000006
37482,,,13/3/2020,13:00 - 14:00,מיקום חולה,35.02221732600003,31.93299011000005
37002,בית כנסת הגדול - בני ברק,,13/3/2020,13:00 - 14:00,מיקום חולה,34.828958500000056,32.08735480000007
36507,"סופרמרקט ""יש חסד"", הנשיא ויצמן 1117, א.ת. שיכון ד', טבריה", ,13/3/2020,13:00-13:30,מיקום חולה,35.51695310000008,32.77959910000004
36524,"סופר יש, רח' שאולזון, הר נוף, ירושלים", ,13/3/2020,13:00-13:30,מיקום חולה,35.17370050000005,31.78614010000007
36515,"סופרמרקט ""יש חסד"", הנשיא ויצמן 1117, א.ת. שיכון ד', טבריה", ,13/3/2020,13:00-13:30,מיקום חולה,35.51695310000008,32.77959910000004
36602,"חנות BO-E , דיזנגוף 96 תל אביב",,13/3/2020,13:00-13:30,מיקום חולה,34.774148600000046,32.07875780000006
36603,"חנות BO-E , דיזנגוף 96 תל אביב", ,13/3/2020,13:00-13:30,מיקום חולה,34.774148600000046,32.07875780000006
36604,"מוקד טרם, רחוב ז’בוטינסקי 160, בני ברק", ,13/3/2020,13:00-13:30,מיקום חולה,34.83795980000008,32.092488400000036
36605,"מסעדת ""שווארמה אמיל"", דרך אלנבי 33, חיפה", ,13/3/2020,13:00-14:00,מיקום חולה,34.99409070000007,32.81877560000004
37744,רולדין סניף ל' - תל אביב - יפו,,13/3/2020,13:00 - 14:00,מיקום חולה,34.790104900000074,32.110365400000035
37352,אטליז גבאי - נהריה,,13/3/2020,13:15 - 13:35,מיקום חולה,35.08444460000004,32.990020800000025
37359,בנק יהב - עפולה,,13/3/2020,13:30 - 15:30,מיקום חולה,35.29409380000004,32.60379080000007
37493,סופר ויקטורי - הרצליה,,13/3/2020,13:30 - 15:00,מיקום חולה,34.82420790000003,32.16478490000003
36606,"בר ""סלון ברלין"", רחוב נג'רה 15, תל אביב",,13/3/2020,13:30-17:30,מיקום חולה,34.76977560000006,32.07035640000004
36607,ארקפה רח' אבן גבירול 70 תל אביב, ,13/3/2020,13:30-13:40,מיקום חולה,34.78153990000004,32.08089650000005
36608,בר המשבצת - תל אביב - יפו,,13/3/2020,13:45 - 16:00,מיקום חולה,34.78174150000007,32.08041730000008
36609,"סופר פארם, רחוב ז’בוטינסקי 7, בני ברק", ,13/3/2020,14:00-15:00,מיקום חולה,34.82475630000005,32.09155150000004
36610,יינות ביתן מתחם mix חדרה,,13/3/2020,14:00-15:00,מיקום חולה,34.928649000000064,32.43831460000007
36611,סופר יינון ביתן מתחם מיקס חדרה - חדרה,,13/3/2020,14:00 - 15:00,מיקום חולה,34.928649000000064,32.43831460000007
37060,"מעון נעמת ""בית וגן"" - טבריה",,13/3/2020,14:00 - 14:30,מיקום חולה,35.530973000000074,32.795859000000064
37480,בית הוריו - מודיעין-מכבים-רעות,,13/3/2020,14:00 - 17:00,מיקום חולה,35.00864176300007,31.891290896000044
37467,שופרסל - תל אביב - יפו,,13/3/2020,14:00 - 15:00,מיקום חולה,34.778751277000026,32.08612055900005
37553,מרפאת גוטפריד כללית שירותי בריאות - הרצליה,,13/3/2020,14:00 - 15:30,מיקום חולה,34.842242000000056,32.168761000000075
37367,מקוה הקריה החרדית - קרית גת,,13/3/2020,14:00 - 14:30,מיקום חולה,34.76125351300004,31.61498909200003
