town,date,accumulated_tested,accumulated_cases,lag7_accumulated_tested,lag7_accumulated_cases,town_code,n_2019,P,N,lag7_N,G,score
בני ברק,2020-07-12,35323,4530,31765,3901,6100,204639,0.17678471051152334,30.73705403173393,22.283142509492325,1.3793859649122806,6.090843881692122
בני ברק,2020-07-13,35873,4681,32258,3997,6100,204639,0.1892116182572614,33.42471376423849,23.455939483676133,1.425,6.241290639151568
בני ברק,2020-07-14,36462,4819,32913,4109,6100,204639,0.20005635390250776,34.69524381960428,26.339065378544653,1.3172541743970316,6.122708454331535
בני ברק,2020-07-15,37014,4939,33465,4176,6100,204639,0.21499013806706113,37.28517047092685,26.778864243863584,1.3923357664233575,6.307434929021355
בני ברק,2020-07-16,37644,5110,33923,4256,6100,204639,0.22950819672131148,41.732025664707116,25.312868026133827,1.6486486486486485,6.75986926324254
בני ברק,2020-07-17,38062,5246,34448,4349,6100,204639,0.24820143884892087,43.833286910119774,26.583398081499613,1.6488970588235297,6.811631914126251
בני ברק,2020-07-18,38456,5372,35000,4456,6100,204639,0.2650462962962963,44.76175118134862,28.782392408094253,1.5551782682512734,6.717665155561887
בני ברק,2020-07-19,38692,5437,35323,4530,6100,204639,0.26921935292371624,44.321952316029694,30.73705403173393,1.441971383147854,6.557154897865626
בני ברק,2020-07-20,39495,5675,35873,4681,6100,204639,0.274434014356709,48.57334134744599,33.42471376423849,1.4532163742690059,6.664937678324842
בני ברק,2020-07-21,39948,5800,36462,4819,6100,204639,0.28141135972461273,47.9380763197631,34.69524381960428,1.3816901408450706,6.551701500396577
בני ברק,2020-07-22,40544,6024,37014,4939,6100,204639,0.3073654390934844,53.020196541226255,37.28517047092685,1.4220183486238531,6.7132480570470845
בני ברק,2020-07-23,41157,6211,37644,5110,6100,204639,0.3134073441502989,53.80206119068213,41.732025664707116,1.2892271662763468,6.532573582415321
בני ברק,2020-07-24,41670,6392,38062,5246,6100,204639,0.31762749445676275,56.00105551727677,43.833286910119774,1.2775919732441472,6.55502804631919
בני ברק,2020-07-25,41979,6494,38456,5372,6100,204639,0.3184785694010786,54.828258543092964,44.76175118134862,1.2248908296943233,6.449718991880432
בני ברק,2020-07-26,42184,6564,38692,5437,6100,204639,0.322737686139748,55.07259124604792,44.321952316029694,1.2425578831312016,6.483338494462156
בני ברק,2020-07-27,42741,6742,39495,5675,6100,204639,0.32871226124460873,52.14059881058841,48.57334134744599,1.0734406438631792,6.136771015053321
בני ברק,2020-07-28,43339,6977,39948,5800,6100,204639,0.3470952521380124,57.51591827559752,47.9380763197631,1.199796126401631,6.459751950972988
בני ברק,2020-07-29,43899,7156,40544,6024,6100,204639,0.33740685543964233,55.316923949002884,53.020196541226255,1.0433179723502306,6.140066743075852
בני ברק,2020-07-30,44249,7262,41157,6211,6100,204639,0.33990944372574383,51.35873416113253,53.80206119068213,0.9545867393278837,5.8883701614568444
בני ברק,2020-07-31,44513,7345,41670,6392,6100,204639,0.33520928596552935,46.569813183215324,56.00105551727677,0.8315881326352531,5.514017718964562
בני ברק,2020-08-01,44675,7399,41979,6494,6100,204639,0.3356824925816024,44.22421923484771,54.828258543092964,0.8065953654188948,5.401366612312828
בני ברק,2020-08-02,44892,7467,42184,6564,6100,204639,0.33345642540620385,44.12648615366573,55.07259124604792,0.8012422360248448,5.385558327152812
בני ברק,2020-08-03,45454,7657,42741,6742,6100,204639,0.3372650202727608,44.71288464075762,52.14059881058841,0.8575445173383316,5.535055462562784
בני ברק,2020-08-04,45835,7815,43339,6977,6100,204639,0.33573717948717946,40.95016101525125,57.51591827559752,0.7119796091758708,5.074910876167226
בני ברק,2020-08-05,46263,7955,43899,7156,6100,204639,0.3379864636209814,39.04436593220256,55.316923949002884,0.7058303886925794,5.010186269530822
בני ברק,2020-08-06,46544,8051,44249,7262,6100,204639,0.3437908496732026,38.55570052629264,51.35873416113253,0.7507136060894386,5.121615718798504
בני ברק,2020-08-07,46889,8192,44513,7345,6100,204639,0.35648148148148145,41.389959880570174,46.569813183215324,0.8887722980062959,5.531770103638577
בני ברק,2020-08-08,46964,8214,44675,7399,6100,204639,0.3560506771515946,39.82623058165843,44.22421923484771,0.9005524861878452,5.519538428772317
בני ברק,2020-08-09,47139,8282,44892,7467,6100,204639,0.3627058299955496,39.82623058165843,44.12648615366573,0.9025470653377627,5.524795103443693
בני ברק,2020-08-10,47528,8432,45454,7657,6100,204639,0.37367405978784957,37.871568958018756,44.71288464075762,0.8469945355191258,5.348787856788113
בני ברק,2020-08-11,47865,8543,45835,7815,6100,204639,0.3586206896551724,35.574841550242134,40.95016101525125,0.8687350835322196,5.335032171638422
בני ברק,2020-08-12,48094,8632,46263,7955,6100,204639,0.3697433096668487,33.08264798010155,39.04436593220256,0.8473091364205257,5.213847482718265
בני ברק,2020-08-13,48425,8763,46544,8051,6100,204639,0.37852206273258904,34.792976900786265,38.55570052629264,0.9024081115335869,5.391353992191385
בני ברק,2020-08-14,48670,8842,46889,8192,6100,204639,0.36496350364963503,31.763251384144763,41.389959880570174,0.7674144037780402,4.974473779126777
בני ברק,2020-08-15,48711,8856,46964,8214,6100,204639,0.3674871207784774,31.372319059416828,39.82623058165843,0.7877300613496934,5.014662216491101
בני ברק,2020-08-16,48857,8916,47139,8282,6100,204639,0.3690337601862631,30.98138673468889,39.82623058165843,0.7779141104294479,4.9772374986588686
בני ברק,2020-08-17,49277,9021,47528,8432,6100,204639,0.33676386506575184,28.782392408094253,37.871568958018756,0.76,4.852985617186917
בני ברק,2020-08-18,49543,9103,47865,8543,6100,204639,0.33373063170441003,27.365262730955486,35.574841550242134,0.7692307692307692,4.826262225562896
בני ברק,2020-08-19,49925,9211,48094,8632,6100,204639,0.3162206444565811,28.293727002184333,33.08264798010155,0.8552437223042835,5.069430109257141
בני ברק,2020-08-20,50368,9286,48425,8763,6100,204639,0.2691713844570252,25.557200729088787,34.792976900786265,0.7345505617977528,4.657572634233578
בני ברק,2020-08-21,50698,9346,48670,8842,6100,204639,0.2485207100591716,24.628736457859937,31.763251384144763,0.7753846153846153,4.726186808997769
בני ברק,2020-08-22,50940,9352,48711,8856,6100,204639,0.22252131000448633,24.237804133132006,31.372319059416828,0.77258566978193155,4.699703978351054
בני ברק,2020-08-23,51067,9392,48857,8916,6100,204639,0.2153846153846154,23.260473321312165,30.98138673468889,0.7507886435331231,4.600416372548518
בני ברק,2020-08-24,51584,9494,49277,9021,6100,204639,0.20502817511920243,23.113873699539187,28.782392408094253,0.8030560271646859,4.727399961868159
בני ברק,2020-08-25,52145,9609,49543,9103,6100,204639,0.19446579554189086,24.726469539041926,27.365262730955486,0.9035714285714287,5.0293823066523755
בני ברק,2020-08-26,52464,9687,49925,9211,6100,204639,0.18747538400945254,23.260473321312165,28.293727002184333,0.8221070811744388,4.778420672355083
בני ברק,2020-08-27,52789,9802,50368,9286,6100,204639,0.21313506815365552,25.215134944951842,25.557200729088787,0.9866156787762905,5.227136893639682
בני ברק,2020-08-28,53085,9895,50698,9346,6100,204639,0.22999581064097194,26.827730784454573,24.628736457859937,1.0892857142857142,5.489229906521608
בני ברק,2020-08-29,53140,9908,50940,9352,6100,204639,0.25272727272727274,27.169796568591522,24.237804133132006,1.1209677419354838,5.562081580198433
בני ברק,2020-08-30,53353,9974,51067,9392,6100,204639,0.2545931758530184,28.440326623957308,23.260473321312165,1.222689075630252,5.781737423518733
חיפה,2020-04-14,1124,50,852,40,4000,285316,0.03676470588235294,0.35048858108202835,0.7710748783804624,0.45454545454545453,0
חיפה,2020-04-15,1181,50,880,41,4000,285316,0.029900332225913623,0.31543972297382555,0.7710748783804624,0.4090909090909091,0
חיפה,2020-04-16,1251,51,913,41,4000,285316,0.029585798816568046,0.35048858108202835,0.7360260202722595,0.4761904761904762,0
חיפה,2020-04-17,1309,51,971,42,4000,285316,0.026627218934911243,0.31543972297382555,0.7710748783804624,0.4090909090909091,0
חיפה,2020-04-18,1518,51,1010,45,4000,285316,0.011811023622047244,0.210293148649217,0.31543972297382555,0.6666666666666665,0
חיפה,2020-04-19,1764,53,1051,45,4000,285316,0.011220196353436185,0.28039086486562265,0.210293148649217,1.3333333333333333,1.305195966156756
חיפה,2020-04-20,1973,56,1105,46,4000,285316,0.01152073732718894,0.35048858108202835,0.210293148649217,1.6666666666666667,1.9746641877211044
חיפה,2020-04-21,2087,57,1124,50,4000,285316,0.007268951194184839,0.24534200675741982,0.35048858108202835,0.7,0
חיפה,2020-04-22,2189,57,1181,50,4000,285316,0.006944444444444444,0.24534200675741982,0.31543972297382555,0.7777777777777776,0.09313710307823483
חיפה,2020-04-23,2361,57,1251,51,4000,285316,0.005405405405405406,0.210293148649217,0.35048858108202835,0.6,0
חיפה,2020-04-24,2416,57,1309,51,4000,285316,0.005420054200542005,0.210293148649217,0.31543972297382555,0.6666666666666665,0
חיפה,2020-04-25,2454,57,1518,51,4000,285316,0.00641025641025641,0.210293148649217,0.210293148649217,1,0.4415485063085157
חיפה,2020-04-26,2537,57,1764,53,4000,285316,0.00517464424320828,0.14019543243281132,0.28039086486562265,0.5,0
חיפה,2020-04-27,2735,57,1973,56,4000,285316,0.0013123359580052493,0.03504885810820283,0.35048858108202835,0.09999999999999999,0
חיפה,2020-04-28,3031,58,2087,57,4000,285316,0.001059322033898305,0.03504885810820283,0.24534200675741982,0.14285714285714285,0
חיפה,2020-04-29,3133,58,2189,57,4000,285316,0.001059322033898305,0.03504885810820283,0.24534200675741982,0.14285714285714285,0
חיפה,2020-04-30,3154,58,2361,57,4000,285316,0.0012610340479192938,0.03504885810820283,0.210293148649217,0.16666666666666666,0
חיפה,2020-05-01,3189,60,2416,57,4000,285316,0.0038809831824062097,0.1051465743246085,0.210293148649217,0.5,0
חיפה,2020-05-02,3193,60,2454,57,4000,285316,0.0040595399188092015,0.1051465743246085,0.210293148649217,0.5,0
חיפה,2020-05-03,3326,60,2537,57,4000,285316,0.0038022813688212928,0.1051465743246085,0.14019543243281132,0.75,0
חיפה,2020-05-04,3331,60,2735,57,4000,285316,0.0050335570469798654,0.1051465743246085,0.03504885810820283,3,1.9454538156643804
חיפה,2020-05-05,3345,60,3031,58,4000,285316,0.006369426751592357,0.07009771621640566,0.03504885810820283,2,0.7292254750529635
חיפה,2020-05-06,3364,60,3133,58,4000,285316,0.008658008658008658,0.07009771621640566,0.03504885810820283,2,0.7295115477912656
חיפה,2020-05-07,3398,60,3154,58,4000,285316,0.00819672131147541,0.07009771621640566,0.03504885810820283,2,0.7294538868729489
חיפה,2020-06-17,4834,82,4395,62,4000,285316,0.04555808656036447,0.7009771621640567,0.07009771621640566,10.000000000000002,6.255584975391307
חיפה,2020-06-18,4918,82,4437,64,4000,285316,0.037422037422037424,0.6308794459476511,0.14019543243281132,4.500000000000001,4.552192061155647
חיפה,2020-06-19,5056,84,4468,65,4000,285316,0.03231292517006803,0.6659283040558539,0.17524429054101417,3.8000000000000003,4.267467983306558
חיפה,2020-06-20,5160,87,4490,71,4000,285316,0.023880597014925373,0.5607817297312453,0.3855374391902312,1.4545454545454544,2.173948450778647
חיפה,2020-06-21,5348,90,4548,76,4000,285316,0.0175,0.49068401351483965,0.5607817297312453,0.875,1.023169799395392
חיפה,2020-06-22,5564,91,4630,78,4000,285316,0.013918629550321198,0.45563515540663685,0.6308794459476511,0.7222222222222221,0.5648321403152496
חיפה,2020-06-23,5842,94,4725,82,4000,285316,0.010743061772605193,0.420586297298434,0.7710748783804624,0.5454545454545454,0
חיפה,2020-06-24,6065,96,4834,82,4000,285316,0.011372867587327376,0.49068401351483965,0.7009771621640567,0.7,0.5761168052153883
חיפה,2020-06-25,6117,97,4918,82,4000,285316,0.012510425354462052,0.5257328716230425,0.6308794459476511,0.8333333333333331,0.9939586457127867
חיפה,2020-06-26,6138,97,5056,84,4000,285316,0.012014787430683918,0.45563515540663685,0.6659283040558539,0.6842105263157894,0.45645971750974323
חיפה,2020-06-27,6153,98,5160,87,4000,285316,0.011077542799597181,0.3855374391902312,0.5607817297312453,0.6875000000000001,0.29888082179467784
חיפה,2020-06-28,6162,98,5348,90,4000,285316,0.009828009828009828,0.28039086486562265,0.49068401351483965,0.5714285714285714,0
חיפה,2020-06-29,6201,100,5564,91,4000,285316,0.0141287284144427,0.31543972297382555,0.45563515540663685,0.6923076923076924,0.11252886316656904
חיפה,2020-06-30,6238,100,5842,94,4000,285316,0.015151515151515152,0.210293148649217,0.420586297298434,0.5,0
חיפה,2020-07-01,6254,101,6065,96,4000,285316,0.026455026455026454,0.17524429054101417,0.49068401351483965,0.35714285714285715,0
חיפה,2020-07-02,6284,102,6117,97,4000,285316,0.029940119760479042,0.17524429054101417,0.5257328716230425,0.33333333333333337,0
חיפה,2020-07-03,6299,102,6138,97,4000,285316,0.031055900621118012,0.17524429054101417,0.45563515540663685,0.38461538461538464,0
חיפה,2020-07-04,6319,104,6153,98,4000,285316,0.03614457831325301,0.210293148649217,0.3855374391902312,0.5454545454545454,0
חיפה,2020-07-05,6334,104,6162,98,4000,285316,0.03488372093023256,0.210293148649217,0.28039086486562265,0.75,0
חיפה,2020-07-06,6561,122,6201,100,4000,285316,0.06111111111111111,0.7710748783804624,0.31543972297382555,2.444444444444444,3.535304849320576
חיפה,2020-07-07,6602,129,6238,100,4000,285316,0.07967032967032966,1.016416885137882,0.210293148649217,4.833333333333333,5.177315097741281
חיפה,2020-07-08,6652,141,6254,101,4000,285316,0.10050251256281408,1.4019543243281134,0.17524429054101417,8,6.509313106573138
חיפה,2020-07-09,6688,146,6284,102,4000,285316,0.10891089108910891,1.5421497567609248,0.17524429054101417,8.8,6.796294693301901
חיפה,2020-07-10,6760,157,6299,102,4000,285316,0.1193058568329718,1.927687195951156,0.17524429054101417,11,7.467024717962512
חיפה,2020-07-11,6788,167,6319,104,4000,285316,0.13432835820895522,2.2080780608167787,0.210293148649217,10.500000000000002,7.511664040523787
חיפה,2020-07-12,7074,186,6334,104,4000,285316,0.11081081081081082,2.874006364872632,0.210293148649217,13.666666666666666,8.299477909717178
חיפה,2020-07-13,7554,220,6561,122,4000,285316,0.0986908358509567,3.4347880946038782,0.7710748783804624,4.454545454545455,6.2341416388056325
חיפה,2020-07-14,7616,234,6602,129,4000,285316,0.10355029585798817,3.6801301013612977,1.016416885137882,3.620689655172414,5.88922093251105
חיפה,2020-07-15,8125,270,6652,141,4000,285316,0.08757637474541752,4.521302695958165,1.4019543243281134,3.2249999999999996,5.861613106729499
חיפה,2020-07-16,8506,306,6688,146,4000,285316,0.08800880088008801,5.607817297312454,1.5421497567609248,3.6363636363636362,6.317131033004149
חיפה,2020-07-17,9269,355,6760,157,4000,285316,0.07891590275009965,6.9396739054241605,1.927687195951156,3.5999999999999996,6.508986964491604
חיפה,2020-07-18,9705,389,6788,167,4000,285316,0.07610558793280768,7.7808465000210285,2.2080780608167787,3.5238095238095233,6.5802636463545525
חיפה,2020-07-19,10074,416,7074,186,4000,285316,0.07666666666666666,8.06123736488665,2.874006364872632,2.8048780487804876,6.159370520603592
