town,date,accumulated_tested,accumulated_cases,lag7_accumulated_tested,lag7_accumulated_cases,town_code,n_2019,P,N,lag7_N,G,score
בני ברק,2020-06-12,22937,3035,19802,2949,6100,204639,0.027432216905901117,4.202522490825308,1.5637292989117422,2.6875000000000004,5.416336752079941
בני ברק,2020-06-13,23118,3041,20069,2951,6100,204639,0.029517874713020663,4.397988653189275,1.6125958395027342,2.727272727272727,5.491441264202595
בני ברק,2020-06-14,23317,3048,20401,2958,6100,204639,0.030864197530864196,4.397988653189275,1.9546616236396777,2.25,5.1068657692599135
בני ברק,2020-06-15,23699,3066,20692,2971,6100,204639,0.03159294978383771,4.642321356144235,2.296727407776621,2.021276595744681,4.946622231910117
בני ברק,2020-06-16,24089,3084,21217,2984,6100,204639,0.034818941504178275,4.886654059099194,2.6387931919135648,1.8518518518518519,4.82323247432938
בני ברק,2020-06-17,24516,3107,21818,3002,6100,204639,0.038917716827279465,5.130986762054154,3.2251916790054684,1.5909090909090908,4.568773922828761
בני ברק,2020-06-18,24918,3134,22287,3021,6100,204639,0.04294944887875333,5.521919086782089,3.9093232472793553,1.4124999999999999,4.404816509704735
בני ברק,2020-06-19,25366,3166,22937,3035,6100,204639,0.05393165911897901,6.401516817419944,4.202522490825308,1.5232558139534882,4.704976476291944
בני ברק,2020-06-20,25538,3184,23118,3041,6100,204639,0.05909090909090909,6.987915304511848,4.397988653189275,1.5888888888888888,4.877638555561188
בני ברק,2020-06-21,25626,3190,23317,3048,6100,204639,0.061498484192291036,6.939048763920856,4.397988653189275,1.5777777777777777,4.856886784472921
בני ברק,2020-06-22,25968,3222,23699,3066,6100,204639,0.06875275451740855,7.6231803321947424,4.642321356144235,1.6421052631578945,5.031745974667838
בני ברק,2020-06-23,26414,3258,24089,3084,6100,204639,0.07483870967741936,8.502778062832597,4.886654059099194,1.74,5.257518006182714
בני ברק,2020-06-24,26930,3296,24516,3107,6100,204639,0.07829328914664457,9.235776171697477,5.130986762054154,1.8,5.408444647812844
בני ברק,2020-06-25,27427,3346,24918,3134,6100,204639,0.08449581506576326,10.359706605290292,5.521919086782089,1.8761061946902657,5.606882805280209
בני ברק,2020-06-26,27916,3388,25366,3166,6100,204639,0.08705882352941176,10.848372011200212,6.401516817419944,1.6946564885496185,5.4498574939613444
בני ברק,2020-06-27,28102,3413,25538,3184,6100,204639,0.08931357254290172,11.190437795337155,6.987915304511848,1.6013986013986015,5.3679785885164
בני ברק,2020-06-28,28348,3445,25626,3190,6100,204639,0.09368111682586333,12.460967850702945,6.939048763920856,1.7957746478873238,5.705184301681622
בני ברק,2020-06-29,28832,3517,25968,3222,6100,204639,0.10300279329608938,14.415629474342623,7.6231803321947424,1.8910256410256412,5.95542704548803
בני ברק,2020-06-30,29287,3570,26414,3258,6100,204639,0.1085972850678733,15.246360664389485,8.502778062832597,1.793103448275862,5.905811267438506
בני ברק,2020-07-01,29698,3628,26930,3296,6100,204639,0.1199421965317919,16.223691476209325,9.235776171697477,1.7566137566137565,5.928241293002287
בני ברק,2020-07-02,30400,3738,27427,3346,6100,204639,0.13185334678775648,19.15568391166884,10.359706605290292,1.849056603773585,6.198432280181465
בני ברק,2020-07-03,30970,3805,27916,3388,6100,204639,0.13654223968565815,20.377347426443638,10.848372011200212,1.878378378378378,6.292309323418185
בני ברק,2020-07-04,31443,3867,28102,3413,6100,204639,0.13588745884465728,22.185409428310344,11.190437795337155,1.982532751091703,6.48517116117678
בני ברק,2020-07-05,31765,3901,28348,3445,6100,204639,0.1334503950834065,22.283142509492325,12.460967850702945,1.7882352941176471,6.2829702794173645
בני ברק,2020-07-06,32258,3997,28832,3517,6100,204639,0.14010507880910683,23.455939483676133,14.415629474342623,1.6271186440677967,6.146258375682941
בני ברק,2020-07-07,32913,4109,29287,3570,6100,204639,0.14864864864864866,26.339065378544653,15.246360664389485,1.7275641025641024,6.383059059994739
בני ברק,2020-07-08,33465,4176,29698,3628,6100,204639,0.1454738518715158,26.778864243863584,16.223691476209325,1.650602409638554,6.308077796300641
בני ברק,2020-07-09,33923,4256,30400,3738,6100,204639,0.147033778030088,25.312868026133827,19.15568391166884,1.3214285714285714,5.807118911256917
בני ברק,2020-07-10,34448,4349,30970,3805,6100,204639,0.156411730879816,26.583398081499613,20.377347426443638,1.304556354916067,5.831564405135834
בני ברק,2020-07-11,35000,4456,31443,3867,6100,204639,0.16558897947708742,28.782392408094253,22.185409428310344,1.2973568281938324,5.901120419112332
